MOLREGNO	CHEMBLID	SYNONYMS	MAX_PHASE	MOLWEIGHT	ALOGP	PSA	HBA	HBD	RO5	RTB	RO3	ACD_MOST_APKA	ACD_MOST_BPKA	ACD_LOGP	ACD_LOGD	AROMATIC_RINGS	HEAVY_ATOMS	QED_WEIGHTED	HBA_LIPINSKI	HBD_LIPINSKI	NUM_LIPINSKI_RO5_VIOLATIONS	MW_MONOISOTOPIC	MOLECULAR_SPECIES	FULL_MOLFORMULA	CANONICAL_SMILES
92087	CHEMBL61474		0	371.47	5.55	29.54	2	0	1	7	N			6.07	6.07	3	28	.51	3	0	1	371.1885	NEUTRAL	C25H25NO2	COc1ccc(cc1)[C@H]2[C@H](CCCc3ccccc3)C(=O)N2c4ccccc4
92088	CHEMBL62191		0	371.47	5.55	29.54	2	0	1	7	N			6.07	6.07	3	28	.51	3	0	1	371.1885	NEUTRAL	C25H25NO2	COc1ccc(cc1)[C@@H]2[C@H](CCCc3ccccc3)C(=O)N2c4ccccc4
92089	CHEMBL303353	SCH-51812	0	371.47	5.55	29.54	2	0	1	7	N			6.07	6.07	3	28	.51	3	0	1	371.1885	NEUTRAL	C25H25NO2	COc1ccc(cc1)[C@@H]2[C@@H](CCCc3ccccc3)C(=O)N2c4ccccc4
92090	CHEMBL61881		0	387.47	4.45	49.77	3	1	0	7	N	13.99		4.63	4.63	3	29	.61	4	1	0	387.1834	NEUTRAL	C25H25NO3	COc1ccc(cc1)[C@H]2[C@@H]([C@@H](O)CCc3ccccc3)C(=O)N2c4ccccc4
92116	CHEMBL431330		0	583.46	3.79	172.83	9	2	1	10	N	2.55		3.69	-.03	2	37	.24	9	2	0	582.0089	ACID	C24H20Cl2N2O7S2	COc1ccc(cc1)C(=O)OCC2=C(N3C(SC2)[C@H](NC(=O)CSc4cc(Cl)ccc4Cl)C3=O)C(=O)O
92184	CHEMBL417237		0	387.47	4.45	49.77	3	1	0	7	N	13.99		4.63	4.63	3	29	.61	4	1	0	387.1834	NEUTRAL	C25H25NO3	COc1ccc(cc1)[C@H]2[C@@H]([C@H](O)CCc3ccccc3)C(=O)N2c4ccccc4
92188	CHEMBL291956		0	401.5	5.53	38.77	3	0	1	8	N		.33	5.93	5.93	3	30	.47	4	0	1	401.1991	NEUTRAL	C26H27NO3	COc1ccc(cc1)C2[C@@H](CCCc3ccccc3)C(=O)N2c4ccc(OC)cc4
92227	CHEMBL60645		0	371.47	5.55	29.54	2	0	1	7	N			6.07	6.07	3	28	.51	3	0	1	371.1885	NEUTRAL	C25H25NO2	COc1ccc(cc1)[C@H]2[C@@H](CCCc3ccccc3)C(=O)N2c4ccccc4
92378	CHEMBL300788		0	387.47	4.45	49.77	3	1	0	7	N	13.99		4.63	4.63	3	29	.61	4	1	0	387.1834	NEUTRAL	C25H25NO3	COc1ccc(cc1)[C@H]2[C@H]([C@H](O)CCc3ccccc3)C(=O)N2c4ccccc4
92379	CHEMBL291947		0	387.47	4.45	49.77	3	1	0	7	N	13.99		4.63	4.63	3	29	.61	4	1	0	387.1834	NEUTRAL	C25H25NO3	COc1ccc(cc1)[C@@H]2[C@@H]([C@H](O)CCc3ccccc3)C(=O)N2c4ccccc4
92421	CHEMBL291740		0	387.47	4.45	49.77	3	1	0	7	N	13.99		4.63	4.63	3	29	.61	4	1	0	387.1834	NEUTRAL	C25H25NO3	COc1ccc(cc1)[C@@H]2[C@H]([C@H](O)CCc3ccccc3)C(=O)N2c4ccccc4
92422	CHEMBL58944		0	387.47	4.45	49.77	3	1	0	7	N	13.99		4.63	4.63	3	29	.61	4	1	0	387.1834	NEUTRAL	C25H25NO3	COc1ccc(cc1)[C@@H]2[C@H]([C@@H](O)CCc3ccccc3)C(=O)N2c4ccccc4
93609	CHEMBL59499		0	367.81	.34	138.03	6	3	0	4	N	1.96	4.56	-.76	-4.5	1	24	.52	7	4	0	367.0394	ACID	C15H14ClN3O4S	Nc1ccc(CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)Cl)cc1
93610	CHEMBL293958		0	352.79	1.09	112.01	5	2	0	4	N	1.96		.42	-3.32	1	23	.79	6	2	0	352.0285	ACID	C15H13ClN2O4S	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N12
93646	CHEMBL59718		0	403.24	1.55	121.24	6	2	0	5	N	1.95		1.98	-1.76	1	25	.72	7	2	0	401.9844	ACID	C15H12Cl2N2O5S	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)COc3ccc(Cl)cc3)C(=O)N12
93685	CHEMBL293368		0	413.79	.78	167.05	8	2	0	6	N	1.95		1.17	-2.58	1	27	.39	10	2	0	413.0084	ACID	C15H12ClN3O7S	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)COc3ccc(cc3)[N+](=O)[O-])C(=O)N12
93773	CHEMBL60159		0	375.81	-.27	178.87	8	3	0	5	N	1.95	1.21	-.27	-4.01	1	23	.46	9	3	0	374.9863	ACID	C11H10ClN5O4S2	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)CSc3nc[nH]n3)C(=O)N12
93788	CHEMBL61866		0	412.84	1.06	130.47	7	2	0	6	N	1.96		-.69	-4.44	1	27	.67	8	2	0	412.0496	ACID	C17H17ClN2O6S	COc1ccc(CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)Cl)cc1OC
93826	CHEMBL58867		0	424.88	.97	179.16	7	3	0	4	N	1.95	3.88	.13	-3.61	2	27	.61	8	4	0	424.0067	ACID	C16H13ClN4O4S2	Nc1nc2cc(CC(=O)N[C@H]3[C@H]4SCC(=C(N4C3=O)C(=O)O)Cl)ccc2s1
93827	CHEMBL291480		0	374.82	-.23	179.16	7	3	0	4	N	1.95	3.73	-.03	-3.77	1	23	.61	8	4	0	373.991	ACID	C12H11ClN4O4S2	Nc1nc(CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)Cl)cs1
93849	CHEMBL59893		0	398.82	.87	130.47	7	2	0	6	N	1.95		1.1	-2.65	1	26	.68	8	2	0	398.0339	ACID	C16H15ClN2O6S	COc1ccc(OCC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)Cl)cc1
93850	CHEMBL61923		0	396.8	.65	138.31	7	2	0	6	N	1.95		.68	-3.06	1	26	.53	8	2	0	396.0183	ACID	C16H13ClN2O6S	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)COc3ccc(C=O)cc3)C(=O)N12
93853	CHEMBL294026		0	390.83	-.48	204.9	9	4	0	5	N	1.95	2.98	-.06	-3.8	1	24	.38	10	5	0	389.9972	ACID	C11H11ClN6O4S2	Nc1n[nH]c(SCC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)Cl)n1
93862	CHEMBL59066		0	391.87	.44	178.44	7	2	0	5	N	1.95	1.55	.81	-2.93	1	23	.54	7	2	0	390.9522	ACID	C12H10ClN3O4S3	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)CSc3nccs3)C(=O)N12
93920	CHEMBL302873		0	368.79	.85	132.24	6	3	0	4	N	1.96		-.23	-3.97	1	24	.68	7	3	0	368.0234	ACID	C15H13ClN2O5S	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)Cc3ccc(O)cc3)C(=O)N12
93923	CHEMBL61617		0	462.09	.9	150.92	7	2	0	5	N	1.95		-.29	-4.03	1	26	.49	9	2	0	459.897	ACID	C12H8Cl4N4O5S	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)Cc3noc(n3)C(Cl)(Cl)Cl)C(=O)N12
93924	CHEMBL291445		0	443.32	2.61	140.24	5	2	0	4	N	1.96		2.09	-1.65	2	27	.7	6	2	0	441.9616	ACID	C17H12Cl2N2O4S2	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)Cc3csc4ccc(Cl)cc34)C(=O)N12
93936	CHEMBL303567		0	457.67	.22	160.15	8	2	0	6	N	2.58		-.83	-4.54	1	27	.45	10	2	0	455.9465	ACID	C13H11Cl3N4O6S	COC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc3noc(n3)C(Cl)(Cl)Cl)C2=O)C(=O)O
94036	CHEMBL292172		0	453.75	2.78	137.3	6	2	0	5	N	1.95		1.85	-1.9	1	26	.52	6	2	0	451.9226	ACID	C15H11Cl3N2O4S2	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)CSc3cc(Cl)ccc3Cl)C(=O)N12
94116	CHEMBL60336		0	384.79	.65	141.47	7	3	0	5	N	1.95		.4	-3.34	1	25	.63	8	3	0	384.0183	ACID	C15H13ClN2O6S	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)COc3ccc(O)cc3)C(=O)N12
94161	CHEMBL302849		0	364.37	.21	130.47	7	2	0	6	N	2.58		.67	-3.04	1	25	.69	8	2	0	364.0729	ACID	C16H16N2O6S	COC1=C(N2[C@H](SC1)[C@H](NC(=O)COc3ccccc3)C2=O)C(=O)O
94164	CHEMBL303781		0	394.25	.85	153.13	6	2	0	4	N	1.95		.05	-3.69	1	23	.72	7	2	0	392.9412	ACID	C12H9Cl2N3O4S2	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)Cc3csc(Cl)n3)C(=O)N12
94165	CHEMBL60259		0	373.84	.23	153.13	6	2	0	4	N	1.95	2.12	-1.44	-5.18	1	23	.72	7	2	0	372.9958	ACID	C13H12ClN3O4S2	Cc1nc(CC(=O)N[C@H]2[C@H]3SCC(=C(N3C2=O)C(=O)O)Cl)cs1
94172	CHEMBL59899		0	334.35	.52	121.24	6	2	0	5	N	3		-.15	-3.81	1	23	.76	7	2	0	334.0623	ACID	C15H14N2O5S	OC(=O)C1=CCS[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N12
94199	CHEMBL305122		0	360.38	1.03	121.24	6	2	0	6	N	2.81		.56	-3.13	1	25	.73	7	2	0	360.078	ACID	C17H16N2O5S	OC(=O)C1=C(CS[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N12)C=C
94204	CHEMBL291460		0	358.82	.75	140.24	5	2	0	4	N	1.96		.19	-3.55	1	22	.76	6	2	0	357.9849	ACID	C13H11ClN2O4S2	OC(=O)C1=C(Cl)CS[C@@H]2[C@H](NC(=O)Cc3ccsc3)C(=O)N12
152	CHEMBL6311		0	315.34	-.04	117.2	6	1	0	4	N	2.57		.52	-3.19	0	21	.57	7	1	0	315.0777	ACID	C13H17NO6S	CC(=O)\C=C\CC1[C@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O
192	CHEMBL267627		0	344.38	-.61	123.43	6	1	0	5	N	2.74		-.33	-4.03	0	23	.4	8	1	0	344.1042	ACID	C14H20N2O6S	CON(C)C(=O)\C=C\CC1[C@@H]2N([C@@H](C(=O)O)C(C)(C)[S+]2[O-])C1=O
193	CHEMBL6286		0	301.32	-.12	117.2	6	1	0	4	N	2.55		.68	-3.04	0	20	.44	7	1	0	301.062	ACID	C12H15NO6S	CC1(C)[C@@H](N2[C@@H](C(C\C=C\C=O)C2=O)S1(=O)=O)C(=O)O
194	CHEMBL403	Sulbactam Benzathine | CP-45899-2 | CP-45899-99 | Sulbactam Sodium | CP-45899 | CP-458992 | Sulbactam	4	233.24	-.67	100.13	5	1	0	1	N	2.62		.39	-3.33	0	15	.61	6	1	0	233.0358	ACID	C8H11NO5S	CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(=O)O
200	CHEMBL6301		0	315.34	-.04	117.2	6	1	0	4	N	2.57		.52	-3.19	0	21	.57	7	1	0	315.0777	ACID	C13H17NO6S	CC(=O)\C=C\CC1[C@@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O
201	CHEMBL6309		0	331.34	.09	126.43	7	1	0	5	N	2.55		1.19	-2.53	0	22	.43	8	1	0	331.0726	ACID	C13H17NO7S	COC(=O)\C=C\CC1[C@@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O
207	CHEMBL404	Tazobactam | Tazocillin | CL-307579 | Tazobactam sodium | YTR-830H | CL-298741	4	300.29	-1.19	130.83	7	1	0	3	N	2.33	.85	.6	-3.13	1	20	.69	9	1	0	300.0528	ACID	C10H12N4O5S	C[C@]1(Cn2ccnn2)[C@@H](N3[C@@H](CC3=O)S1(=O)=O)C(=O)O
208	CHEMBL6261		0	397.45	-3.14	142.86	8	2	0	5	N	2.54	9.85	.19	-2.31	1	27	.5	10	2	0	397.142	ZWITTERION	C16H23N5O5S	CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(CC4CCCN4)nn3)C2=O)S1(=O)=O)C(=O)O
209	CHEMBL6281		0	406.41	.8	151.06	8	2	0	4	N	2.54	.14	.66	-3.1	2	28	.71	10	2	0	406.0947	ACID	C17H18N4O6S	CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccc(O)cc4)C2=O)S1(=O)=O)C(=O)O
214	CHEMBL6292		0	408.4	1.25	130.83	7	1	0	4	N	2.54		1.29	-2.43	2	28	.75	9	1	0	408.0904	ACID	C17H17FN4O5S	CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccc(F)cc4)C2=O)S1(=O)=O)C(=O)O
215	CHEMBL267863		0	405.43	.3	156.85	8	2	0	4	N	2.54	2.71	.26	-3.46	2	28	.54	10	3	0	405.1107	ACID	C17H19N5O5S	CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccc(N)cc4)C2=O)S1(=O)=O)C(=O)O
216	CHEMBL263882		0	463.51	-2.15	177.08	9	3	0	7	N	2.54	7.96	.73	-1.86	2	32	.39	11	4	1	463.1526	ACID	C20H25N5O6S	CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(CC(N)Cc4ccc(O)cc4)nn3)C2=O)S1(=O)=O)C(=O)O
226	CHEMBL6220		0	390.41	1.05	130.83	7	1	0	4	N	2.54		1.3	-2.42	2	27	.77	9	1	0	390.0998	ACID	C17H18N4O5S	CC1(C)[C@@H](N2[C@@H]([C@H](Cc3cn(nn3)c4ccccc4)C2=O)S1(=O)=O)C(=O)O
227	CHEMBL267626		0	298.31	.11	123.92	6	1	0	3	N	2.55		.56	-3.16	0	20	.58	7	1	0	298.0623	ACID	C12H14N2O5S	CC1(C)[C@@H](N2[C@H](C(C\C=C\C#N)C2=O)S1(=O)=O)C(=O)O
228	CHEMBL6221		0	331.34	.09	126.43	7	1	0	5	N	2.55		1.19	-2.53	0	22	.43	8	1	0	331.0726	ACID	C13H17NO7S	COC(=O)\C=C\CC1[C@H]2N([C@@H](C(=O)O)C(C)(C)S2(=O)=O)C1=O
875	CHEMBL6634		0	347.39	-2.26	138.03	6	3	0	4	N	3.12	6.84	.35	-2.94	1	24	.53	7	4	0	347.094	ACID	C16H17N3O4S	CC1=C(N2[C@H](SC1)[C@H](NC(=O)C(N)c3ccccc3)C2=O)C(=O)O
917	CHEMBL268413		0	907.29	.97	307.51	18	6	3	12	N	11.29	3.34	5.22	1.64	2	62	.08	20	6	2	906.192	NEUTRAL	C40H43ClN2O18S	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](NC(=O)OCC6=C(N7[C@H]([C@H](Cl)C7=O)S(=O)(=O)C6)C(=O)OC(C)(C)C)[C@@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
1150	CHEMBL266087		0	321.78	1.08	89.13	5	0	0	3	N			-.42	-.42	0	20	.44	6	0	0	321.0438	NEUTRAL	C12H16ClNO5S	CC1=C(N2[C@@H]([C@@H](Cl)C2=O)S(=O)(=O)C1)C(=O)OC(C)(C)C
1615	CHEMBL29	Penicillin Potassium G, Crystalline | Penicillin G Potassium | Benzylpenicillin Benzathine | Benzathine Benzylpenicillin | Benzylpenicillin Potassium | Penicillin G Benzathine | Benzylpenicillin Sodium | E705 | E706 | E708 | Pentids | Scotcil | Bicillin | Cilloral | Liquapen | Permapen | Pfizerpen | Penicillin | Benzethacil | Pfizerpen G | Bicillin L-A | Penicillin G | Penicillin-2 | Pfizerpen-AS | Pentids '200' | Pentids '250' | Pentids '400' | Pentids '800' | Benzylpenicillin | Penicillin Calcium | Penicillin G Sodium | Benzathine Penicillin | Benethamine Penicillin | Penicillin G Sodium, Crystalline	4	334.39	1.12	112.01	5	2	0	4	N	2.45		1.92	-1.81	1	23	.8	6	2	0	334.0987	ACID	C16H18N2O4S	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O
4288	CHEMBL8530		0	574	1.78	167.84	9	2	1	11	N	2.67		1.92	-1.79	2	39	.23	11	2	1	573.0973	ACID	C26H24ClN3O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3ccc(Cl)cc3)C(=O)c4ccccc4)C2=O)C(=O)O
4332	CHEMBL8716		0	603.04	1.69	179.87	9	3	1	12	N	2.68		2.11	-1.6	2	41	.19	12	3	1	602.1238	ACID	C27H27ClN4O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3ccccc3Cl)C(=O)NCc4ccccc4)C2=O)C(=O)O
4343	CHEMBL266593		0	539.56	1.11	167.84	9	2	1	11	N	2.67		1.34	-2.37	2	38	.24	11	2	1	539.1362	ACID	C26H25N3O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3ccccc3)C(=O)c4ccccc4)C2=O)C(=O)O
4397	CHEMBL428303		0	574	1.78	167.84	9	2	1	11	N	2.67		1.88	-1.82	2	39	.23	11	2	1	573.0973	ACID	C26H24ClN3O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3ccccc3Cl)C(=O)c4ccccc4)C2=O)C(=O)O
4431	CHEMBL266272		0	574	1.78	167.84	9	2	1	11	N	2.67		1.97	-1.74	2	39	.23	11	2	1	573.0973	ACID	C26H24ClN3O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3cccc(Cl)c3)C(=O)c4ccccc4)C2=O)C(=O)O
4460	CHEMBL8864		0	603.04	1.69	179.87	9	3	1	12	N	2.68		2.15	-1.56	2	41	.19	12	3	1	602.1238	ACID	C27H27ClN4O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3ccc(Cl)cc3)C(=O)NCc4ccccc4)C2=O)C(=O)O
4499	CHEMBL8867		0	367.81	-2.33	138.03	6	3	0	4	N	1.95	6.84	.14	-3.01	1	24	.51	7	4	0	367.0394	ACID	C15H14ClN3O4S	NC(C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)Cl)c3ccccc3
4500	CHEMBL466		0	424.39	-.4	199.06	9	3	0	8	N	2.59		.26	-3.48	1	29	.28	12	4	1	424.0689	ACID	C16H16N4O8S	CO\N=C(\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)N)/c3occc3
4540	CHEMBL417786		0	568.6	1.03	179.87	9	3	1	12	N	2.68		1.56	-2.15	2	40	.19	12	3	1	568.1628	ACID	C27H28N4O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3ccccc3)C(=O)NCc4ccccc4)C2=O)C(=O)O
4553	CHEMBL8502		0	589.02	1.69	179.87	9	3	1	11	N	2.68	.32	1.96	-1.74	2	40	.2	12	3	1	588.1082	ACID	C26H25ClN4O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3ccccc3Cl)C(=O)Nc4ccccc4)C2=O)C(=O)O
4613	CHEMBL8774		0	589.02	1.69	179.87	9	3	1	11	N	2.68	.32	2	-1.71	2	40	.2	12	3	1	588.1082	ACID	C26H25ClN4O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3ccc(Cl)cc3)C(=O)Nc4ccccc4)C2=O)C(=O)O
4614	CHEMBL268179		0	589.02	1.69	179.87	9	3	1	11	N	2.68	.32	2.05	-1.66	2	40	.2	12	3	1	588.1082	ACID	C26H25ClN4O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3cccc(Cl)c3)C(=O)Nc4ccccc4)C2=O)C(=O)O
4630	CHEMBL266332		0	554.57	1.02	179.87	9	3	1	11	N	2.68	.33	1.42	-2.29	2	39	.21	12	3	1	554.1471	ACID	C26H26N4O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3ccccc3)C(=O)Nc4ccccc4)C2=O)C(=O)O
4633	CHEMBL8851		0	603.04	1.69	179.87	9	3	1	12	N	2.68		2.2	-1.51	2	41	.19	12	3	1	602.1238	ACID	C27H27ClN4O8S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC(=O)CN(OCc3cccc(Cl)c3)C(=O)NCc4ccccc4)C2=O)C(=O)O
5056	CHEMBL9204		0	185.18	-1.36	70	4	2	0	2	N	13.43		-1.49	-1.49	0	13	.52	5	2	0	185.0688	NEUTRAL	C8H11NO4	OC\C=C\1/O[C@@H]2CC(=O)N2[C@H]1CO
7345	CHEMBL10695		0	279.24	-1.02	109.36	6	1	0	3	N	2.84		-2.02	-5.71	0	18	.66	7	1	0	279.0213	ACID	C9H10FNO6S	CO[C@@H]1C2N(C1=O)C(=C(CF)CS2(=O)=O)C(=O)O
7352	CHEMBL10210		0	319.29	-1.58	135.66	8	1	0	5	N	2.88		-2.49	-6.17	0	21	.47	9	1	0	319.0362	ACID	C11H13NO8S	CO[C@@H]1C2N(C1=O)C(=C(COC(=O)C)CS2(=O)=O)C(=O)O
7353	CHEMBL10689		0	101.1	-1.04	40.54	2	1	0	1	Y	13.41		-1.39	-1.39	0	7	.43	3	1	0	101.0477	NEUTRAL	C4H7NO2	OCN1CCC1=O
7517	CHEMBL10421		0	205.21	1	46.61	3	0	0	4	N			1.22	1.22	1	15	.54	4	0	0	205.0739	NEUTRAL	C11H11NO3	O=C(OCN1CCC1=O)c2ccccc2
7523	CHEMBL275070		0	313.37	3.39	71.91	4	0	0	6	N			3.47	3.47	2	22	.61	4	0	0	313.0773	NEUTRAL	C17H15NO3S	O=C(OCN1C(CC1=O)Sc2ccccc2)c3ccccc3
7524	CHEMBL273937		0	289.37	3.15	46.61	3	0	0	7	N			3.06	3.06	1	21	.57	4	0	0	289.1678	NEUTRAL	C17H23NO3	CC(C)Cc1ccc(cc1)C(C)C(=O)OCN2CCC2=O
7536	CHEMBL11012		0	345.37	2.37	89.13	5	0	0	6	N			2.11	2.11	2	24	.59	6	0	0	345.0671	NEUTRAL	C17H15NO5S	O=C(OCN1C(CC1=O)S(=O)(=O)c2ccccc2)c3ccccc3
7561	CHEMBL10712		0	354.38	3.46	97.94	5	0	0	6	N		.73	3.78	3.78	3	25	.5	6	0	0	354.0674	NEUTRAL	C18H14N2O4S	O=C(OCN1C(CC1=O)Sc2oc3ccccc3n2)c4ccccc4
12100	CHEMBL273704		0	409.42	-.06	184.67	9	3	0	8	N	3.49	1.76	-.4	-3.96	1	28	.23	11	4	1	409.1056	ACID	C16H19N5O6S	CCCCO\N=C(/C(=O)N[C@H]1[C@H]2OCC=C(N2C1=O)C(=O)O)\c3csc(N)n3
12105	CHEMBL528	Ceftix | FK-749 | Ceftizoxime Sodium | SK&F-88373-Z | SK&F-88373Z | Ceftizoxime | FR-13749 | Cefizox | Epocelin | Eposerin	4	383.4	-.64	200.74	9	3	0	5	N	2.99	1.7	-.65	-4.35	1	25	.34	10	4	0	383.0358	ACID	C13H13N5O5S2	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(=O)O)\c3csc(N)n3
12137	CHEMBL416891		0	335.27	-.67	130.66	7	2	0	5	N	3.48		-1.01	-4.55	1	24	.41	10	2	0	335.0753	ACID	C14H13N3O7	CO\N=C(/C(=O)N[C@H]1[C@H]2OCC=C(N2C1=O)C(=O)O)\c3occc3
12138	CHEMBL13445		0	391.36	-.2	184.67	9	3	0	6	N	3.47	1.27	-1.85	-5.48	1	27	.19	11	4	1	391.0587	ACID	C15H13N5O6S	Nc1nc(cs1)\C(=N\OCC#C)\C(=O)N[C@H]2[C@H]3OCC=C(N3C2=O)C(=O)O
12144	CHEMBL12904		0	393.37	-.77	184.67	9	3	0	7	N	3.48	1.84	-1.26	-4.8	1	27	.18	11	4	1	393.0743	ACID	C15H15N5O6S	Nc1nc(cs1)\C(=N\OCC=C)\C(=O)N[C@H]2[C@H]3OCC=C(N3C2=O)C(=O)O
12151	CHEMBL276033		0	381.36	-1.04	184.67	9	3	0	6	N	3.49	1.78	-1.42	-4.97	1	26	.31	11	4	1	381.0743	ACID	C14H15N5O6S	CCO\N=C(/C(=O)N[C@H]1[C@H]2OCC=C(N2C1=O)C(=O)O)\c3csc(N)n3
12183	CHEMBL13491		0	367.34	-1.39	184.67	9	3	0	5	N	3.48	1.7	-1.93	-5.49	1	25	.32	11	4	1	367.0587	ACID	C13H13N5O6S	CO\N=C(\C(=O)N[C@H]1[C@H]2OCC=C(N2C1=O)C(=O)O)/c3csc(N)n3
12184	CHEMBL275796		0	345.31	-.07	117.53	7	2	0	5	N	3.48		-.59	-4.13	1	25	.44	9	2	0	345.0961	ACID	C16H15N3O6	CO\N=C(/C(=O)N[C@H]1[C@H]2OCC=C(N2C1=O)C(=O)O)\c3ccccc3
12219	CHEMBL12887		0	367.34	-1.39	184.67	9	3	0	5	N	3.48	1.7	-1.93	-5.49	1	25	.32	11	4	1	367.0587	ACID	C13H13N5O6S	CO\N=C(/C(=O)N[C@H]1[C@H]2OCC=C(N2C1=O)C(=O)O)\c3csc(N)n3
12220	CHEMBL268287		0	395.39	-.66	184.68	9	3	0	6	N	3.5	2.01	-1.06	-4.61	1	27	.32	11	4	1	395.09	ACID	C15H17N5O6S	CC(C)O\N=C(/C(=O)N[C@H]1[C@H]2OCC=C(N2C1=O)C(=O)O)\c3csc(N)n3
12235	CHEMBL13407		0	513.63	5.78	125.07	6	1	2	7	N		2.66	5.82	5.82	4	36	.25	6	1	1	513.1181	NEUTRAL	C28H23N3O3S2	CC1=C(N2C(SC1)[C@H](Nc3nc4ccccc4s3)C2=O)C(=O)OC(c5ccccc5)c6ccccc6
12240	CHEMBL13156		0	610.71	4.7	181.52	10	2	1	10	N	11.19	6.09	3.84	3.8	5	43	.13	11	2	1	610.1569	NEUTRAL	C30H26N8O3S2	Cn1nnnc1SCC2=C(N3C(SC2)[C@H](Nc4nc5ccccc5[nH]4)C3=O)C(=O)OC(c6ccccc6)c7ccccc7
12241	CHEMBL273833		0	626.71	4.46	201.74	11	3	2	10	N	8.86	6.46	3.2	3.08	5	44	.11	12	3	1	626.1518	NEUTRAL	C30H26N8O4S2	Cn1nnnc1SCC2=C(N3C(SC2)[C@H](Nc4nc5cc(O)ccc5[nH]4)C3=O)C(=O)OC(c6ccccc6)c7ccccc7
12242	CHEMBL267314		0	572.61	4.7	138.92	8	2	1	10	N	9.76	5.48	4.39	4.38	4	41	.21	9	2	0	572.153	NEUTRAL	C30H25FN4O5S	CC(=O)OCC1=C(N2C(SC1)[C@H](Nc3nc4cc(F)ccc4[nH]3)C2=O)C(=O)OC(c5ccccc5)c6ccccc6
12249	CHEMBL13310		0	506.57	2.25	134.63	9	2	1	10	N		8.84	2.42	1.07	2	36	.37	9	2	0	506.1624	BASE	C26H26N4O5S	CC(=O)OCC1=C(N2C(SC1)[C@H](NC3=NCCN3)C2=O)C(=O)OC(c4ccccc4)c5ccccc5
