SMILES,MUTATED,REACTION,DESCRIPTION
c1cc2occn2c1,c1cc2ocnn2c1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2occn2c1,c1cn2cncc2o1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2occn2c1,c1cc2sccn2c1,"[s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;h0;D3;!+;!-:3]>>[n;H1:1]([c:2])[n:3],[o:1]([c:2])[n:3]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with no charge bonded to 3 atoms "
*c1c[nH]c2nnsc12,*c1n[nH]c2nnsc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
*c1ccc2ccncc2c1*,*c1ncc2ccncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccncc2c1*,*c1cnc2ccncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccncc2c1*,*c1ccc2ncncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccncc2c1*,*c1ccc2cnncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccncc2c1*,*c1ccc2ccnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1nnc2cscc2n1,c1cnc2cscc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cnc2cscc2n1,c1cnc2c[nH]cc2n1,"[o,s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;+:3]>>[c:1]([c:2])[n;+0:3]","aromatic oxygen or sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen in ring with a charge"
c1cnc2cscc2n1,c1cnc2cocc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
*n1nccn1,*n1ncnn1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cnc2oncc2c1,c1ncc2cnoc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1coc2[nH]nnc12,*c1noc2[nH]nnc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
*c1coc2[nH]nnc12,*c1coc2onnc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*c1coc2[nH]nnc12,*c1coc2snnc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1cc2nonc2cn1,c1cc2conc2cn1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1noc2[nH]ncc12,*c1noc2sncc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
*c1ccc2cnncc2c1*,*c1ncc2cnncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2cnncc2c1*,*c1cnc2cnncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2cnncc2c1*,*c1ccc2nnncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2cnncc2c1*,*c1ccc2cnnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ncc[nH]1,*c1nnc[nH]1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*c1ncc[nH]1,*c1ncn[nH]1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1nncc2[nH]ncc12,c1n[nH]c2cnnnc12,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1nncc2[nH]ncc12,c1nncc2oncc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*n1ccnc1,*n1cnnc1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*c1nsc2[nH]nnc12,*c1nsc2onnc12,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*c1n[nH]c2[nH]nnc12,*c1n[nH]c2snnc12,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
*c1cnc2ccncc2c1*,*c1nnc2ccncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2ccncc2c1*,*c1cnc2ncncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2ccncc2c1*,*c1cnc2ccnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2nnncc2c1*,*c1ncc2nnncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2nnncc2c1*,*c1cnc2nnncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2nnncc2c1*,*c1ccc2nnccc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
*c1nccs1,*c1ncns1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
*c1nccs1,*c1nncs1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cn2cncc2o1,c1nn2cncc2o1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cn2cncc2o1,c1cn2cnnc2o1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cn2cncc2o1,c1cn2cncc2[nH]1,"[o;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[s:1]","aromatic oxygen in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
c1cn2cncc2o1,c1cn2cncc2s1,"[s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;h0;D3;!+;!-:3]>>[n;H1:1]([c:2])[n:3],[o:1]([c:2])[n:3]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with no charge bonded to 3 atoms "
*c1ccc2ccnnc2c1*,*c1ncc2ccnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1ccc2ccnnc2c1*,*c1ccc2ncnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1nnc[nH]1,*c1nnn[nH]1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
*c1nnc[nH]1,*c1nnon1,"[c;x2;D2;r5:1]([n;h1;!+;!-;x2;r5;!$(*=*);!$(*[*;r5]=*):2])[n;x2;r5;!$(*=*);!$(*[*;r5]=*);!$(*[*;r5;x3]):3]>>[o:1]([n;H0:2])[n;H0:3],[s:1]([n;H0:2])[n;H0:3]","aromatic carbon in 5 membered ring, bonded to 1 nitrogen not bonded to another atom that is in 2 rings, bonded to 1 nitrogen with H and no charge"
*c1nnc[nH]1,*c1nnsn1,"[c;x2;D2;r5:1]([n;h1;!+;!-;x2;r5;!$(*=*);!$(*[*;r5]=*):2])[n;x2;r5;!$(*=*);!$(*[*;r5]=*);!$(*[n;r5;x3]);$(*[c;x3;$(*[*;r6])]):3] >>[o:1]([n;H0:2])[n;H0:3],[s:1]([n;H0:2])[n;H0:3]","aromatic carbon in 5 membered ring, bonded to 1 nitrogen bonded to a bridgehead carbon in 6-member ring, bonded to 1 nitrogen with H and no charge"
*c1nnc[nH]1,*c1nnco1,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*c1ccn2nc[nH]c12,*c1ccn2nn[nH]c12,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
*c1ncn2nc[nH]c12,*c1ncn2nn[nH]c12,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
*c1csc2nnoc12,*c1coc2nnoc12,"[s;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
c1ncc2c[nH]cc2n1,c1ncc2n[nH]cc2n1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1ncc2c[nH]cc2n1,c1ncc2c[nH]nc2n1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2[nH]ccn2c1,c1cc2[nH]ncn2c1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
c1cc2[nH]ccn2c1,c1cn2cc[nH]c2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2oncn2c1,c1cn2cnoc2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2cocc2cn1,c1nncc2cocc12,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
c1cc2cocc2cn1,c1ccc2cocc2c1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cc2sccn2c1,c1cc2sncn2c1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
c1cc2sccn2c1,c1cc2scnn2c1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2sccn2c1,c1cn2ccsc2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1nc2[nH]cnn2n1,c1nn2nnnc2[nH]1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1nc2[nH]cnn2n1,c1nc2[nH]nnn2n1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1nc2[nH]cnn2n1,c1nc2scnn2n1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1nc2[nH]cnn2n1,c1cn2nc[nH]c2n1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cc2ocnn2n1,c1nn2nncc2o1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*c1cnsn1,*c1cnsc1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1c[nH]c2nnoc12,*c1n[nH]c2nnoc12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
*n1ccnn1,*n1cnnn1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
*c1n[nH]c2cn[nH]c12,*c1n[nH]c2nn[nH]c12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cn2nnnc2o1,c1nn2nnnc2o1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cn2nnnc2o1,c1cn2nnnc2[nH]1,"[o;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[s:1]","aromatic oxygen in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
c1cn2nnnc2o1,c1cn2nnnc2s1,"[s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;h0;D3;!+;!-:3]>>[n;H1:1]([c:2])[n:3],[o:1]([c:2])[n:3]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with no charge bonded to 3 atoms "
*c1noc2oncc12,*c1noc2onnc12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1noc2nnnn12,c1nnc2oncn12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*c1nnn2cnsc12,*c1ncn2cnsc12,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
*n1ncnn1,*n1nnnn1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1cc2[nH]ncn2n1,c1nnn2cn[nH]c12,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2[nH]ncn2n1,c1nc2[nH]ncn2n1,[n;x2;X2;r5;h0;!+;!-;$(*[a;r5][a;r5]):1]>>[c:1],"aromatic nitrogen in 5 membered ring, bonded to 2 heavy atoms, no H, no charge"
c1cc2[nH]ncn2n1,c1cc2sncn2n1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
*c1c[nH]cn1,*c1c[nH]nn1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
*c1c[nH]cn1,*c1nc[nH]n1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
*c1c[nH]cn1,*c1ncno1,"[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3][n;x2;r5;h1:4]>>[o:1]([c:2])[n:3][n;H0:4],[s:1]([c:2])[n:3][n;H0:4]","aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge, that nitrogen is then bonded to a nitrogen with a hydrogen"
*c1c[nH]cn1,*c1cc[nH]c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nn2nncc2o1,c1nn2nncc2s1,"[s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;h0;D3;!+;!-:3]>>[n;H1:1]([c:2])[n:3],[o:1]([c:2])[n:3]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with no charge bonded to 3 atoms "
*c1cnc2cnncc2c1*,*c1nnc2cnncc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2cnncc2c1*,*c1cnc2cnnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2cnncc2c1*,*c1cnc2cnccc2c1*,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1cn2nc[nH]c2n1,c1cn2nn[nH]c2n1,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1cn2nc[nH]c2n1,c1nn2cnnc2[nH]1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cn2nc[nH]c2n1,c1cn2ncoc2n1,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
c1cn2nc[nH]c2n1,c1cn2ncsc2n1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
c1nn2cncc2o1,c1nn2cnnc2o1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1nn2cncc2o1,c1nn2cncc2[nH]1,"[o;x2;r5;!+;!-;$(*([c;r5])[n;h1;r5]):1]>>[n;H1:1],[s:1]","aromatic oxygen in 5 membered ring, bonded to 1 carbon, 1 nitrogen with a hydrogen"
c1nn2cncc2o1,c1nn2cncc2s1,"[s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;h0;D3;!+;!-:3]>>[n;H1:1]([c:2])[n:3],[o:1]([c:2])[n:3]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with no charge bonded to 3 atoms "
*c1ccoc1,*c1cnoc1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;x2;r5;h1;+:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and charge"
c1nn2cncc2s1,c1nn2cnnc2s1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1cc2nocc2cn1,c1ncc2conc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1c[nH]nn1,*c1nn[nH]n1,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
*c1c[nH]nn1,*c1nnno1,"[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3][n;x2;r5;h1:4]>>[o:1]([c:2])[n:3][n;H0:4],[s:1]([c:2])[n:3][n;H0:4]","aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge, that nitrogen is then bonded to a nitrogen with a hydrogen"
*c1c[nH]nn1,*c1nnns1,"[c;x2;D2;r5:1]([c;x2;r5:2])[c;x2;r5:3][o,s;x2;r5:4]>>[n:1]([c:2])[c:3][*:4]","aromatic carbon in 5 membered ring, bonded to 2 carbons, oxygen or sulfur in ring"
*c1c[nH]nn1,*c1conn1,>>No mutations,"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, no charge"
*c1c[nH]nn1,*c1csnn1,[n;x2;r6;h1;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, 1H, charged"
*c1c[nH]nn1,*c1cn[nH]c1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1nnc2[nH]nnc2n1,c1ncc2[nH]nnc2n1,"[s;x2;r5;!+;!-;$(*([c;r5])[c;r5]):1]>>[n;H1:1],[o:1]","aromatic sulfur in 5 membered ring, bonded to 2 carbons"
c1nn2cnnc2[nH]1,c1nnc2[nH]nnn12,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1nn2cnnc2[nH]1,c1cn2cnnc2[nH]1,[n;x2;r6;X3;+;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 3 heavy atoms, charged"
c1cn2cnnc2o1,c1cn2cnnc2s1,"[s;x2;r5;!+;!-:1]([c;x2;r5:2])[n;x2;r5;h0;D3;!+;!-:3]>>[n;H1:1]([c:2])[n:3],[o:1]([c:2])[n:3]","aromatic sulfur in 5 membered ring, bonded to 1 carbon, 1 nitrogen with no charge bonded to 3 atoms "
c1cn2cncc2[nH]1,c1ncn2cn[nH]c12,[c;x2;D2;r5:1]([c;x2;r5:2])[n;h0;+;x2;r5:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with no H and with charge"
*c1cnn2nc[nH]c12,*c1cnn2nn[nH]c12,[c;x2;D2;r5:1]([n;x2;r5:2])[n;x2;r5:3]>>[n:1]([n:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 2 nitrogens"
c1cc2sccn2n1,c1cn2nncc2s1,[c;x2;D2;r5:1]([c:2])[n;x2;r5;h1;!+;!-:3]>>[n:1]([c:2])[n:3],"aromatic carbon in 5 membered ring, bonded to 1 carbon, bonded to 1 nitrogen with H and no charge"
c1ncc2sncc2n1,c1nnc2sncc2n1,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
*c1cnc2cnnnc2c1*,*c1nnc2cnnnc2c1*,[n;x2;X2;r6;h0;!+;!-;$(*[a;r6][a;r6]):1]>>[c:1],"aromatic nitrogen in 6 membered ring, bonded to 2 heavy atoms, no hydrogens, no charge"
